area_type,site_location,total_sqft,bath,balcony,bhk,price
Super built-up  Area,Yerawada,1250.0,2.0,2.0,2.0,55.0
Super built-up  Area,Alandi Road,1665.0,3.0,2.0,3.0,74.93
Super built-up  Area,other,1345.0,2.0,1.0,3.0,57.0
Built-up  Area,other,2000.0,5.0,2.0,5.0,240.0
Super built-up  Area,other,1416.0,2.0,2.0,2.0,67.0
Super built-up  Area,other,1145.0,2.0,2.0,2.0,46.0
Built-up  Area,other,7200.0,10.0,3.0,10.0,200.0
Built-up  Area,other,1231.0,3.0,2.0,3.0,58.0
Super built-up  Area,Baner road,1664.0,3.0,0.0,3.0,73.95
Built-up  Area,Bhandarkar Road,2000.0,3.0,1.0,3.0,76.0
Built-up  Area,Bhavani Peth,972.0,2.0,2.0,2.0,43.0
Built-up  Area,other,4500.0,4.0,3.0,4.0,345.0
Super built-up  Area,other,1185.0,2.0,1.0,2.0,47.39
Built-up  Area,other,1750.0,3.0,2.0,3.0,81.0
Built-up  Area,other,3155.0,4.0,0.0,3.0,316.0
Super built-up  Area,other,1007.0,2.0,1.0,2.0,68.0
Super built-up  Area,Chandan Nagar,1700.0,3.0,2.0,3.0,200.0
Super built-up  Area,other,1250.0,2.0,2.0,2.0,85.0
Super built-up  Area,other,1200.0,2.0,1.0,2.0,54.0
Super built-up  Area,other,994.0,2.0,1.0,2.0,42.28
Super built-up  Area,other,1150.0,2.0,2.0,2.0,40.0
Super built-up  Area,other,1220.0,2.0,2.0,2.0,46.0
Super built-up  Area,other,1441.0,2.0,1.0,2.0,115.0
Super built-up  Area,other,1157.0,2.0,2.0,2.0,47.32
Super built-up  Area,Fergusson College Road,1400.0,2.0,2.0,2.0,105.0
Built-up  Area,other,1370.07,3.0,1.0,3.0,65.0
Super built-up  Area,other,900.0,2.0,1.0,2.0,40.0
Super built-up  Area,Ghorpadi,418.0,1.0,1.0,1.0,17.0
Plot  Area,other,1200.0,3.0,1.0,3.0,80.0
Built-up  Area,Gultekdi,1200.0,2.0,3.0,2.0,43.0
Super built-up  Area,other,1062.0,2.0,1.0,2.0,42.48
Super built-up  Area,other,1120.0,2.0,1.0,2.0,51.0
Super built-up  Area,Hadapsar Industrial Estate,1012.0,2.0,1.0,2.0,44.0
Plot  Area,Hingne Khurd,1500.0,2.0,1.0,3.0,200.0
Super built-up  Area,other,675.0,2.0,2.0,2.0,13.5
Super built-up  Area,other,1430.0,2.0,2.0,2.0,78.0
Super built-up  Area,other,1195.0,2.0,1.0,3.0,56.0
Super built-up  Area,other,2640.0,5.0,1.0,3.0,150.0
Super built-up  Area,other,1075.0,2.0,1.0,3.0,42.0
Super built-up  Area,other,1570.0,3.0,0.0,3.0,75.99
Built-up  Area,Kharadi,1011.0,2.0,1.0,2.0,59.0
Super built-up  Area,Kondhwa,1450.0,2.0,1.0,3.0,102.0
Super built-up  Area,Kondhwa Budruk,1129.0,2.0,1.0,2.0,69.0
Super built-up  Area,other,1126.0,2.0,1.0,2.0,36.0
Plot  Area,Koregaon Park,1200.0,3.0,0.0,3.0,110.0
Super built-up  Area,other,1180.0,2.0,2.0,3.0,45.0
Super built-up  Area,other,1933.0,3.0,2.0,3.0,140.0
Built-up  Area,other,1082.0,2.0,2.0,2.0,64.0
Plot  Area,Mangalwar peth,2400.0,8.0,1.0,8.0,250.0
Super built-up  Area,Manik Bagh,610.0,1.0,0.0,1.0,28.0
Plot  Area,Market yard,1560.0,4.0,1.0,4.0,160.0
Super built-up  Area,other,1300.0,3.0,3.0,3.0,77.99
Built-up  Area,other,3850.0,6.0,0.0,4.0,205.0
Built-up  Area,Mundhawa,1125.0,2.0,1.0,2.0,46.0
Plot  Area,other,2400.0,7.0,2.0,6.0,107.0
Super built-up  Area,other,777.4,2.0,0.0,2.0,25.0
Super built-up  Area,Narayan Peth,2500.0,3.0,1.0,4.0,65.0
Super built-up  Area,other,1798.0,3.0,0.0,3.0,150.0
Built-up  Area,other,1864.0,3.0,2.0,3.0,120.0
Super built-up  Area,other,1115.0,2.0,1.0,2.0,51.91
Super built-up  Area,Parvati Darshan,400.0,1.0,1.0,1.0,25.0
Super built-up  Area,other,1200.0,2.0,1.0,2.0,70.0
Super built-up  Area,Paud Road,992.0,2.0,2.0,2.0,24.8
Built-up  Area,other,950.0,2.0,3.0,2.0,57.0
Plot  Area,other,1500.0,4.0,3.0,4.0,185.0
Super built-up  Area,other,1200.0,2.0,1.0,2.0,62.0
Built-up  Area,Rasta Peth,1735.0,3.0,2.0,3.0,70.0
Built-up  Area,other,1750.0,3.0,3.0,3.0,172.0
Super built-up  Area,Sadashiv Peth,1009.0,2.0,2.0,2.0,56.0
Super built-up  Area,other,1470.0,2.0,3.0,3.0,102.0
Super built-up  Area,other,1527.0,3.0,2.0,3.0,115.0
Built-up  Area,Sasson Road,985.0,2.0,1.0,2.0,45.0
Built-up  Area,other,3300.0,4.0,2.0,4.0,135.0
Super built-up  Area,other,1277.0,2.0,1.0,2.0,77.0
Super built-up  Area,other,1100.0,2.0,1.0,2.0,62.0
Super built-up  Area,other,1820.0,3.0,2.0,3.0,140.0
Super built-up  Area,other,1530.0,3.0,3.0,4.0,87.0
Super built-up  Area,other,1886.0,3.0,2.0,3.0,205.0
Plot  Area,Somwar Peth,1200.0,2.0,0.0,3.0,190.0
Super built-up  Area,Swargate,1880.0,4.0,2.0,3.0,110.0
Super built-up  Area,other,1255.0,2.0,2.0,2.0,52.35
Super built-up  Area,other,700.0,2.0,1.0,2.0,36.0
Super built-up  Area,other,1140.0,2.0,2.0,2.0,46.0
Built-up  Area,other,1025.0,2.0,1.0,2.0,29.6
Built-up  Area,other,3453.0,4.0,2.0,4.0,247.0
Super built-up  Area,Vishrant Wadi,1490.0,2.0,2.0,3.0,59.6
Plot  Area,other,1200.0,4.0,2.0,4.0,165.0
Super built-up  Area,other,1850.0,3.0,2.0,3.0,140.0
Super built-up  Area,other,1250.0,2.0,1.0,2.0,78.0
Super built-up  Area,Warje,2400.0,3.0,1.0,4.0,108.0
Super built-up  Area,Yerawada,3522.0,5.0,3.0,4.0,716.0
Super built-up  Area,Alandi Road,1244.0,2.0,2.0,2.0,88.0
Super built-up  Area,other,1025.0,2.0,1.0,2.0,28.57
Super built-up  Area,other,1034.0,2.0,1.0,2.0,38.0
Super built-up  Area,other,1191.0,2.0,2.0,3.0,33.34
Super built-up  Area,other,1719.0,3.0,2.0,3.0,71.0
Super built-up  Area,other,1035.0,2.0,1.0,2.0,39.33
Plot  Area,Baner road,1500.0,3.0,2.0,4.0,230.0
Super built-up  Area,Bhandarkar Road,1470.0,2.0,2.0,3.0,84.22
Super built-up  Area,Bhavani Peth,1140.0,2.0,1.0,2.0,50.66
Super built-up  Area,other,1752.12,3.0,2.0,3.0,125.0
Super built-up  Area,other,2990.0,3.0,2.0,3.0,170.0
Super built-up  Area,other,1660.0,3.0,2.0,3.0,85.0
Super built-up  Area,Chandan Nagar,1275.0,3.0,3.0,3.0,63.43
Super built-up  Area,other,1365.0,3.0,1.0,3.0,52.81
Plot  Area,other,1200.0,2.0,0.0,3.0,90.0
Super built-up  Area,other,2546.0,3.0,0.0,3.0,170.0
Super built-up  Area,other,1392.0,3.0,1.0,3.0,69.46
Super built-up  Area,other,1245.0,2.0,1.0,2.0,59.76
Super built-up  Area,other,1162.0,2.0,2.0,2.0,64.08
Super built-up  Area,other,1476.0,2.0,1.0,3.0,73.0
Built-up  Area,Fergusson College Road,700.0,1.0,1.0,1.0,21.5
Built-up  Area,other,3600.0,6.0,1.0,6.0,170.0
Built-up  Area,other,943.0,2.0,2.0,2.0,48.0
Plot  Area,other,1150.0,2.0,1.0,2.0,170.0
Super built-up  Area,Ghorpadi,1113.0,2.0,1.0,2.0,44.5
Super built-up  Area,other,1615.0,3.0,2.0,3.0,69.43
Super built-up  Area,Gultekdi,1279.0,2.0,3.0,2.0,100.0
Super built-up  Area,other,1256.0,2.0,1.0,2.0,60.0
Built-up  Area,other,1805.0,3.0,2.0,3.0,280.0
Built-up  Area,Hadapsar Industrial Estate,1350.0,3.0,1.0,3.0,65.0
Super built-up  Area,Hingne Khurd,1525.0,3.0,2.0,3.0,68.63
Super built-up  Area,other,1357.0,2.0,1.0,2.0,123.0
Super built-up  Area,other,1645.0,3.0,2.0,3.0,117.0
Super built-up  Area,other,1777.26,3.0,2.0,3.0,92.0
Super built-up  Area,other,845.0,2.0,2.0,2.0,32.0
Built-up  Area,other,900.0,2.0,0.0,2.0,25.0
Super built-up  Area,other,1210.0,2.0,1.0,2.0,64.15
Super built-up  Area,other,829.0,2.0,1.0,2.0,22.8
Super built-up  Area,Khadki,1879.0,3.0,2.0,3.0,155.0
Super built-up  Area,Kharadi,1250.0,2.0,2.0,3.0,50.0
Built-up  Area,Kondhwa,1200.0,2.0,2.0,4.0,35.0
Super built-up  Area,Kondhwa Budruk,1108.0,2.0,1.0,3.0,60.0
Super built-up  Area,other,1401.0,3.0,2.0,3.0,69.0
Super built-up  Area,Koregaon Park,1157.0,2.0,1.0,3.0,75.0
Built-up  Area,other,1185.0,2.0,1.0,2.0,42.66
Super built-up  Area,other,1751.0,3.0,2.0,3.0,115.0
Plot  Area,other,1550.0,3.0,1.0,5.0,250.0
Super built-up  Area,other,1880.0,3.0,2.0,3.0,96.5
Super built-up  Area,other,1322.5,3.0,0.0,3.0,40.985
Super built-up  Area,Mangalwar peth,1175.0,2.0,2.0,2.0,38.0
Built-up  Area,Manik Bagh,1407.0,2.0,1.0,2.0,98.49
Super built-up  Area,Market yard,1000.0,2.0,2.0,2.0,50.0
Super built-up  Area,other,1518.0,3.0,3.0,3.0,75.0
Plot  Area,other,3600.0,4.0,2.0,4.0,300.0
Super built-up  Area,Mundhawa,1027.0,2.0,1.0,2.0,67.0
Super built-up  Area,other,3730.0,6.0,2.0,4.0,430.0
Built-up  Area,other,1145.0,2.0,2.0,2.0,46.0
Super built-up  Area,Narayan Peth,1260.0,2.0,2.0,2.0,113.0
Super built-up  Area,other,1500.0,2.0,3.0,3.0,47.25
Super built-up  Area,other,1737.0,2.0,1.0,3.0,57.32
Plot  Area,Parvati Darshan,1600.0,4.0,1.0,3.0,120.0
Built-up  Area,other,1500.0,3.0,2.0,3.0,135.0
Plot  Area,Paud Road,1120.0,2.0,0.0,2.0,60.0
Super built-up  Area,other,1030.0,2.0,1.0,2.0,46.5
Built-up  Area,other,2500.0,6.0,1.0,6.0,88.0
Super built-up  Area,Rasta Peth,1057.0,2.0,1.0,2.0,35.0
Super built-up  Area,other,2774.0,4.0,3.0,4.0,208.0
Super built-up  Area,Sadashiv Peth,1460.0,2.0,2.0,2.0,38.5
Super built-up  Area,other,1075.0,2.0,1.0,2.0,53.7
Super built-up  Area,other,1080.0,2.0,1.0,3.0,60.0
Super built-up  Area,other,5100.0,7.0,0.0,6.0,225.0
Super built-up  Area,other,1139.7,2.0,1.0,2.0,45.0
Super built-up  Area,other,1074.0,2.0,1.0,2.0,42.8
Plot  Area,other,1200.0,2.0,1.0,2.0,46.13
Super built-up  Area,other,2425.0,5.0,1.0,4.0,175.0
Super built-up  Area,other,1323.0,2.0,2.0,2.0,74.0
Super built-up  Area,Somwar Peth,1232.0,2.0,1.0,2.0,69.61
Super built-up  Area,Swargate,900.0,2.0,1.0,2.0,40.0
Super built-up  Area,other,740.0,1.0,1.0,1.0,23.65
Super built-up  Area,other,1920.0,3.0,2.0,3.0,134.0
Super built-up  Area,other,1550.0,3.0,2.0,3.0,96.0
Super built-up  Area,other,1588.0,2.0,3.0,3.0,90.0
Built-up  Area,Vishrant Wadi,2300.0,4.0,1.0,3.0,240.0
Built-up  Area,other,3600.0,8.0,2.0,9.0,165.0
Built-up  Area,other,1308.0,2.0,1.0,2.0,86.0
Super built-up  Area,other,1340.0,2.0,2.0,3.0,54.27
Plot  Area,Warje,3280.0,9.0,3.0,10.0,450.0
Built-up  Area,Yerawada,2170.0,3.0,2.0,4.0,265.0
Super built-up  Area,Alandi Road,1719.0,3.0,2.0,3.0,135.0
Super built-up  Area,other,1107.83,2.0,1.0,2.0,41.51
Plot  Area,other,1200.0,2.0,1.0,2.0,45.84
Built-up  Area,other,1090.0,2.0,1.0,1.0,31.48
Plot  Area,other,1500.0,5.0,2.0,5.0,210.0
Super built-up  Area,other,1660.0,3.0,2.0,3.0,104.0
Super built-up  Area,other,1247.0,2.0,1.0,2.0,58.56
Super built-up  Area,Baner road,1595.0,3.0,2.0,3.0,96.0
Super built-up  Area,Bhandarkar Road,1175.0,2.0,2.0,2.0,50.0
Super built-up  Area,other,1184.0,2.0,1.0,2.0,78.0
Super built-up  Area,other,1100.0,2.0,2.0,2.0,55.0
Plot  Area,other,935.0,2.0,0.0,2.0,78.0
Built-up  Area,other,1200.0,2.0,2.0,2.0,60.0
Super built-up  Area,Chandan Nagar,1000.0,2.0,1.0,2.0,45.0
Built-up  Area,other,1000.0,2.0,0.0,2.0,52.0
Super built-up  Area,other,1705.0,3.0,2.0,3.0,85.0
Built-up  Area,other,1060.0,2.0,2.0,3.0,58.3
Plot  Area,other,2325.0,4.0,1.0,4.0,120.0
Super built-up  Area,other,1347.0,2.0,2.0,3.0,55.0
Super built-up  Area,other,1402.0,2.0,2.0,2.0,95.0
Super built-up  Area,other,2280.0,4.0,2.0,3.0,125.0
Super built-up  Area,Fergusson College Road,1225.0,2.0,2.0,2.0,71.05
Super built-up  Area,other,1080.0,2.0,1.0,2.0,53.0
Built-up  Area,other,4000.0,7.0,0.0,7.0,90.0
Super built-up  Area,other,1919.0,3.0,0.0,3.0,300.0
Built-up  Area,Ghorpadi,1100.0,2.0,2.0,2.0,42.6
Super built-up  Area,other,2500.0,4.0,3.0,4.0,225.0
Super built-up  Area,Gultekdi,1200.0,2.0,2.0,2.0,78.0
Super built-up  Area,other,1565.0,2.0,2.0,3.0,57.91
Plot  Area,other,1200.0,3.0,0.0,2.0,78.0
Super built-up  Area,Hadapsar Industrial Estate,1581.0,3.0,3.0,3.0,76.0
Super built-up  Area,Hingne Khurd,2882.0,5.0,1.0,4.0,200.0
Super built-up  Area,other,2180.0,3.0,3.0,3.0,273.0
Built-up  Area,other,7000.0,8.0,0.0,4.0,450.0
Super built-up  Area,other,985.0,2.0,1.0,2.0,38.92
Built-up  Area,other,950.0,2.0,2.0,2.0,35.0
Super built-up  Area,other,1339.0,2.0,2.0,2.0,55.0
Super built-up  Area,other,1449.0,3.0,1.0,3.0,72.0
Plot  Area,Khadki,1200.0,4.0,2.0,4.0,180.0
Super built-up  Area,Kharadi,1100.0,2.0,2.0,2.0,38.68
Super built-up  Area,Kondhwa,1003.5,2.0,0.0,2.0,28.095
Built-up  Area,Kondhwa Budruk,2700.0,3.0,2.0,3.0,200.0
Super built-up  Area,other,1100.0,2.0,3.0,2.0,55.0
Built-up  Area,Koregaon Park,1140.0,2.0,1.0,2.0,32.92
Plot  Area,other,3009.0,3.0,2.0,3.0,330.0
Super built-up  Area,other,3300.0,8.0,3.0,8.0,310.0
Built-up  Area,other,800.0,1.0,2.0,2.0,30.0
Built-up  Area,other,2000.0,4.0,0.0,5.0,65.0
Built-up  Area,Mangalwar peth,1300.0,2.0,3.0,2.0,95.0
Super built-up  Area,Manik Bagh,1220.0,2.0,2.0,2.0,60.0
Super built-up  Area,Market yard,2289.0,3.0,2.0,3.0,178.0
Super built-up  Area,other,1170.0,2.0,1.0,2.0,56.0
Super built-up  Area,other,1350.0,2.0,2.0,2.0,89.5
Super built-up  Area,Mundhawa,883.0,2.0,1.0,2.0,45.0
Built-up  Area,other,1698.0,3.0,2.0,3.0,125.0
Super built-up  Area,other,2187.5,4.0,0.0,4.0,105.0
Super built-up  Area,Narayan Peth,1060.0,2.0,1.0,2.0,58.5
Super built-up  Area,other,1185.0,2.0,2.0,2.0,75.0
Super built-up  Area,other,2051.0,3.0,1.0,3.0,180.0
Super built-up  Area,other,1404.0,2.0,1.0,2.0,72.0
Super built-up  Area,Parvati Darshan,1252.0,2.0,1.0,2.0,67.0
Super built-up  Area,other,1885.0,3.0,1.0,3.0,125.0
Built-up  Area,Paud Road,3381.0,6.0,3.0,6.0,225.0
Super built-up  Area,other,980.0,2.0,2.0,2.0,42.0
Super built-up  Area,other,2500.0,3.0,3.0,3.0,340.0
Super built-up  Area,other,1420.0,3.0,1.0,3.0,66.0
Built-up  Area,other,2312.0,3.0,2.0,3.0,156.0
Super built-up  Area,Sadashiv Peth,3000.0,4.0,0.0,4.0,130.0
Built-up  Area,other,1175.0,2.0,1.0,2.0,70.0
Super built-up  Area,other,1145.0,2.0,2.0,2.0,51.0
Built-up  Area,Sasson Road,970.0,2.0,1.0,2.0,52.5
Built-up  Area,other,1125.0,2.0,1.0,2.0,32.49
Super built-up  Area,other,1639.5,3.0,0.0,3.0,92.63
Built-up  Area,other,5000.0,4.0,0.0,4.0,300.0
Built-up  Area,other,2150.0,3.0,3.0,3.0,240.0
Super built-up  Area,other,1635.0,3.0,1.0,3.0,57.0
Built-up  Area,other,3425.0,3.0,1.0,3.0,320.0
Built-up  Area,Somwar Peth,2950.0,4.0,3.0,4.0,253.0
Super built-up  Area,Swargate,1200.0,2.0,1.0,1.0,66.0
Super built-up  Area,other,1335.0,2.0,2.0,3.0,73.43
Super built-up  Area,other,4450.0,6.0,0.0,4.0,449.0
Super built-up  Area,other,1166.0,2.0,1.0,2.0,64.08
Super built-up  Area,other,2390.0,3.0,1.0,3.0,372.0
Super built-up  Area,other,1460.0,2.0,1.0,3.0,90.0
Super built-up  Area,Vishrant Wadi,1690.0,3.0,3.0,3.0,50.0
Plot  Area,other,1386.0,3.0,2.0,4.0,93.0
Super built-up  Area,other,1090.0,2.0,2.0,2.0,32.0
Super built-up  Area,other,1732.0,3.0,1.0,3.0,85.73
Super built-up  Area,Warje,1390.0,2.0,1.0,2.0,72.0
Built-up  Area,Yerawada,1095.0,2.0,1.0,2.0,85.41
Super built-up  Area,Alandi Road,416.0,1.0,1.0,1.0,17.19
Super built-up  Area,other,2400.0,2.0,3.0,3.0,50.0
Built-up  Area,other,1350.0,2.0,3.0,3.0,85.0
Built-up  Area,other,1453.0,2.0,2.0,3.0,73.0
Super built-up  Area,other,1226.0,2.0,1.0,2.0,65.0
Super built-up  Area,other,1168.0,2.0,1.0,3.0,68.0
Super built-up  Area,Baner road,1776.0,3.0,2.0,3.0,124.0
Built-up  Area,Bhandarkar Road,1634.0,3.0,2.0,3.0,68.0
Plot  Area,Bhavani Peth,860.0,2.0,0.0,2.0,56.0
Plot  Area,other,2800.0,3.0,1.0,3.0,400.0
Super built-up  Area,other,1650.0,3.0,2.0,3.0,95.0
Super built-up  Area,other,1190.0,2.0,1.0,2.0,70.0
Super built-up  Area,other,1133.0,2.0,1.0,2.0,33.99
Super built-up  Area,other,1559.0,3.0,2.0,3.0,62.0
Plot  Area,Chandan Nagar,1448.0,4.0,0.0,3.0,118.0
Super built-up  Area,other,6652.0,6.0,1.0,4.0,510.0
Super built-up  Area,other,976.0,2.0,1.0,2.0,50.0
Super built-up  Area,other,1590.0,2.0,2.0,3.0,54.0
Super built-up  Area,other,2940.0,6.0,2.0,4.0,201.0
Built-up  Area,other,1633.0,3.0,2.0,3.0,110.0
Super built-up  Area,other,1151.0,2.0,2.0,2.0,46.0
Super built-up  Area,other,1400.0,2.0,2.0,3.0,42.0
Super built-up  Area,Fergusson College Road,1037.0,2.0,1.0,2.0,36.0
Super built-up  Area,other,1188.0,2.0,1.0,2.0,36.0
Super built-up  Area,other,1060.0,2.0,1.0,2.0,52.0
Super built-up  Area,other,2215.0,4.0,2.0,3.0,162.0
Super built-up  Area,Ghorpadi,1255.0,2.0,2.0,2.0,54.5
Plot  Area,other,2500.0,2.0,1.0,3.0,300.0
Super built-up  Area,Gultekdi,1075.0,2.0,1.0,2.0,53.7
Super built-up  Area,other,2569.0,5.0,3.0,4.0,180.0
Super built-up  Area,other,900.0,2.0,1.0,2.0,27.0
Super built-up  Area,Hadapsar Industrial Estate,1183.0,2.0,1.0,2.0,79.54
Super built-up  Area,Hingne Khurd,1100.0,2.0,2.0,2.0,44.0
Super built-up  Area,other,1643.0,2.0,2.0,3.0,70.0
Super built-up  Area,other,1500.0,2.0,2.0,3.0,120.0
Super built-up  Area,other,1291.0,2.0,1.0,2.0,75.0
Plot  Area,other,1150.0,3.0,2.0,3.0,80.0
Super built-up  Area,other,1060.0,2.0,1.0,2.0,55.0
Super built-up  Area,other,1575.0,2.0,2.0,3.0,110.0
Built-up  Area,Khadki,1700.0,3.0,2.0,4.0,55.0
Super built-up  Area,Kharadi,1236.0,2.0,1.0,2.0,58.0
Built-up  Area,Kondhwa,1350.0,2.0,2.0,3.0,39.0
Super built-up  Area,Kondhwa Budruk,2475.0,4.0,3.0,3.0,326.0
Built-up  Area,other,3800.0,6.0,0.0,6.0,175.0
Built-up  Area,Koregaon Park,4694.0,5.0,0.0,4.0,375.0
Built-up  Area,other,1200.0,2.0,1.0,2.0,34.66
Plot  Area,other,1200.0,4.0,1.0,4.0,75.0
Built-up  Area,other,1225.0,2.0,2.0,2.0,56.0
Super built-up  Area,other,1056.0,2.0,1.0,2.0,75.0
Super built-up  Area,other,1240.0,2.0,2.0,3.0,42.85
Super built-up  Area,Mangalwar peth,1200.0,3.0,2.0,3.0,74.52
Super built-up  Area,Manik Bagh,1850.0,3.0,2.0,3.0,110.0
Super built-up  Area,Market yard,3150.0,4.0,3.0,4.0,180.0
Built-up  Area,other,1200.0,1.0,0.0,1.0,39.82
Built-up  Area,Mundhawa,3520.0,6.0,1.0,5.0,460.0
Super built-up  Area,other,1185.0,2.0,2.0,3.0,30.22
Super built-up  Area,other,918.0,2.0,2.0,2.0,56.0
Super built-up  Area,Narayan Peth,1330.0,2.0,2.0,3.0,68.0
Built-up  Area,other,1540.0,2.0,3.0,3.0,70.0
Super built-up  Area,other,1200.0,2.0,2.0,2.0,80.0
Super built-up  Area,other,927.0,2.0,2.0,2.0,37.0
Built-up  Area,Parvati Darshan,2585.5,4.0,0.0,4.0,115.0
Super built-up  Area,other,1400.0,2.0,2.0,3.0,78.0
Super built-up  Area,Paud Road,1345.0,2.0,2.0,2.0,106.0
Super built-up  Area,other,1510.0,2.0,3.0,2.0,80.0
Plot  Area,other,1500.0,3.0,1.0,3.0,61.52
Super built-up  Area,Sadashiv Peth,827.5,1.0,0.0,1.0,42.535
Super built-up  Area,other,1100.0,2.0,2.0,3.0,72.0
Built-up  Area,other,1200.0,3.0,1.0,3.0,68.0
Super built-up  Area,Sasson Road,1100.0,3.0,2.0,3.0,53.0
Carpet  Area,other,2282.0,4.0,0.0,4.0,115.0
Built-up  Area,other,760.0,2.0,1.0,2.0,37.49
Plot  Area,other,2172.0,3.0,0.0,3.0,100.0
Super built-up  Area,other,3800.0,6.0,0.0,6.0,390.0
Super built-up  Area,other,3300.0,3.0,2.0,3.0,165.0
Super built-up  Area,Somwar Peth,1242.0,3.0,1.0,3.0,51.0
Plot  Area,Swargate,410.0,1.0,1.0,1.0,48.0
Super built-up  Area,other,1245.0,2.0,2.0,3.0,43.58
Built-up  Area,other,1088.0,2.0,2.0,2.0,44.0
Built-up  Area,other,1200.0,2.0,0.0,2.0,46.0
Plot  Area,other,1995.0,3.0,1.0,3.0,100.0
Super built-up  Area,other,1309.0,2.0,1.0,2.0,82.0
Super built-up  Area,Vishrant Wadi,1717.0,3.0,2.0,3.0,200.0
Super built-up  Area,other,2100.0,3.0,2.0,3.0,200.0
Plot  Area,other,880.0,1.0,0.0,2.0,90.0
Super built-up  Area,Warje,1250.0,3.0,2.0,3.0,42.0
Super built-up  Area,Yerawada,3520.0,5.0,2.0,3.0,240.0
Super built-up  Area,Alandi Road,1041.0,2.0,2.0,2.0,54.0
Super built-up  Area,other,1505.0,2.0,2.0,3.0,60.0
Super built-up  Area,other,1776.0,3.0,2.0,3.0,150.0
Super built-up  Area,other,1767.0,3.0,2.0,3.0,89.0
Super built-up  Area,other,1293.0,2.0,2.0,2.0,80.0
Super built-up  Area,other,1320.0,2.0,1.0,2.0,50.0
Built-up  Area,other,1280.0,2.0,2.0,2.0,68.48
Super built-up  Area,Baner road,1245.0,2.0,1.0,2.0,83.05
Super built-up  Area,Bhandarkar Road,1027.0,1.0,2.0,2.0,44.0
Built-up  Area,Bhavani Peth,1200.0,2.0,0.0,2.0,46.17
Super built-up  Area,other,1100.0,3.0,2.0,3.0,58.0
Plot  Area,other,1065.0,3.0,1.0,3.0,72.0
Super built-up  Area,other,1814.0,3.0,1.0,3.0,129.0
Super built-up  Area,other,1610.0,2.0,1.0,3.0,112.0
Built-up  Area,other,850.0,1.0,1.0,1.0,78.0
Super built-up  Area,Chandan Nagar,1600.0,3.0,3.0,3.0,79.0
Super built-up  Area,other,3200.0,4.0,2.0,3.0,140.0
Built-up  Area,other,1250.0,2.0,1.0,3.0,77.13
Super built-up  Area,other,1243.0,2.0,2.0,2.0,46.0
Super built-up  Area,other,1452.0,3.0,3.0,3.0,60.98
Super built-up  Area,other,1475.0,3.0,3.0,3.0,75.0
Super built-up  Area,other,1353.0,2.0,3.0,2.0,75.0
Carpet  Area,other,2100.0,3.0,0.0,4.0,210.0
Super built-up  Area,other,1750.0,3.0,2.0,3.0,58.0
Plot  Area,Fergusson College Road,4800.0,4.0,3.0,4.0,550.0
Built-up  Area,other,1270.0,2.0,1.0,2.0,96.0
Built-up  Area,other,2700.0,3.0,0.0,4.0,75.0
Built-up  Area,Ghorpadi,2695.0,4.0,3.0,4.0,188.0
Super built-up  Area,other,1330.0,3.0,2.0,3.0,65.0
Built-up  Area,Gultekdi,660.0,1.0,0.0,2.0,18.0
Super built-up  Area,other,1400.0,2.0,3.0,2.0,90.0
Built-up  Area,other,4000.0,5.0,1.0,4.0,195.0
Super built-up  Area,Hadapsar Industrial Estate,1700.0,3.0,2.0,3.0,75.0
Built-up  Area,Hingne Khurd,1585.0,2.0,2.0,2.0,90.0
Super built-up  Area,other,1385.0,3.0,3.0,3.0,67.0
Super built-up  Area,other,1128.0,2.0,1.0,2.0,67.0
Super built-up  Area,other,1203.0,2.0,2.0,2.0,60.0
Super built-up  Area,other,905.0,2.0,1.0,2.0,35.0
Super built-up  Area,other,1450.0,3.0,2.0,3.0,79.0
Super built-up  Area,Khadki,1105.0,2.0,3.0,2.0,38.0
Plot  Area,Kharadi,1200.0,2.0,1.0,2.0,46.13
Super built-up  Area,Kondhwa,1530.0,2.0,3.0,3.0,89.0
Super built-up  Area,Kondhwa Budruk,1105.0,2.0,1.0,2.0,35.4
Super built-up  Area,other,1333.0,2.0,1.0,2.0,78.56
Built-up  Area,Koregaon Park,1065.0,2.0,2.0,2.0,45.0
Super built-up  Area,other,1243.0,2.0,2.0,2.0,46.0
Super built-up  Area,other,1530.0,3.0,2.0,3.0,76.34
Plot  Area,other,1200.0,2.0,1.0,2.0,65.0
Super built-up  Area,other,1270.0,2.0,1.0,2.0,94.0
Super built-up  Area,Mangalwar peth,1830.0,3.0,3.0,3.0,89.0
Super built-up  Area,Manik Bagh,900.0,2.0,3.0,2.0,35.0
Plot  Area,Market yard,2400.0,2.0,2.0,4.0,250.0
Plot  Area,other,7000.0,6.0,2.0,6.0,560.0
Super built-up  Area,other,1450.0,2.0,2.0,3.0,78.0
Super built-up  Area,Mundhawa,1525.0,3.0,3.0,3.0,65.0
Built-up  Area,other,1080.0,2.0,1.0,2.0,67.0
Built-up  Area,other,1220.0,2.0,2.0,2.0,72.0
Super built-up  Area,Narayan Peth,1200.0,2.0,2.0,2.0,44.4
Super built-up  Area,other,1355.0,2.0,0.0,2.0,73.17
Plot  Area,other,2400.0,3.0,0.0,3.0,348.0
Super built-up  Area,other,1500.0,2.0,2.0,2.0,60.0
Built-up  Area,Parvati Darshan,1355.0,2.0,2.0,2.0,95.0
